Id,Action
1,0.987415969372
2,0.987415969372
3,0.987415969372
4,0.987415969372
5,0.987415969372
6,0.987415969372
7,0.987415969372
8,0.987415969372
9,0.987415969372
10,0.96480089426
11,0.987415969372
12,0.987415969372
13,0.987415969372
14,0.987415969372
15,0.987415969372
16,0.984529316425
17,0.987415969372
18,0.987415969372
19,0.987415969372
20,0.987415969372
21,0.987415969372
22,0.987415969372
23,0.987415969372
24,0.987415969372
25,0.987415969372
26,0.987415969372
27,0.987415969372
28,0.987415969372
29,0.987415969372
30,0.987415969372
31,0.987415969372
32,0.987415969372
33,0.987415969372
34,0.987415969372
35,0.987415969372
36,0.987415969372
37,0.987415969372
38,0.987415969372
39,0.987415969372
40,0.987415969372
41,0.987415969372
42,0.987415969372
43,0.987415969372
44,0.9463788867
45,0.987415969372
46,0.987415969372
47,0.987415969372
48,0.987415969372
49,0.987415969372
50,0.987415969372
51,0.987415969372
52,0.987415969372
53,0.987415969372
54,0.987415969372
55,0.987415969372
56,0.987415969372
57,0.9463788867
58,0.987415969372
59,0.987415969372
60,0.987415969372
61,0.987415969372
62,0.987415969372
63,0.987415969372
64,0.987415969372
65,0.987415969372
66,0.987415969372
67,0.987415969372
68,0.960775613785
69,0.987415969372
70,0.987415969372
71,0.987415969372
72,0.987415969372
73,0.987415969372
74,0.987415969372
75,0.987415969372
76,0.987415969372
77,0.987415969372
78,0.987415969372
79,0.987415969372
80,0.987415969372
81,0.987415969372
82,0.987415969372
83,0.987415969372
84,0.9874740839
85,0.987415969372
86,0.987415969372
87,0.987415969372
88,0.987415969372
89,0.987415969372
90,0.987415969372
91,0.987415969372
92,0.987415969372
93,0.987415969372
94,0.987415969372
95,0.987415969372
96,0.987415969372
97,0.987415969372
98,0.987415969372
99,0.987415969372
100,0.987415969372
101,0.987415969372
102,0.987415969372
103,0.979136943817
104,0.987415969372
105,0.978157103062
106,0.987415969372
107,0.987415969372
108,0.987415969372
109,0.987415969372
110,0.987415969372
111,0.987415969372
112,0.987415969372
113,0.987415969372
114,0.987415969372
115,0.987415969372
116,0.988799512386
117,0.987415969372
118,0.987415969372
119,0.987415969372
120,0.987415969372
121,0.987415969372
122,0.987415969372
123,0.987415969372
124,0.987415969372
125,0.987415969372
126,0.987415969372
127,0.987415969372
128,0.987415969372
129,0.987415969372
130,0.987415969372
131,0.987415969372
132,0.987415969372
133,0.987415969372
134,0.987415969372
135,0.987415969372
136,0.987415969372
137,0.987415969372
138,0.987415969372
139,0.987415969372
140,0.987415969372
141,0.987415969372
142,0.987415969372
143,0.987415969372
144,0.987415969372
145,0.987415969372
146,0.987415969372
147,0.987415969372
148,0.987415969372
149,0.987415969372
150,0.987415969372
151,0.987415969372
152,0.987415969372
153,0.987415969372
154,0.987415969372
155,0.987415969372
156,0.987415969372
157,0.987415969372
158,0.987415969372
159,0.987415969372
160,0.987415969372
161,0.972543418407
162,0.987415969372
163,0.987415969372
164,0.987415969372
165,0.987415969372
166,0.987415969372
167,0.987415969372
168,0.987415969372
169,0.987415969372
170,0.987415969372
171,0.987415969372
172,0.987415969372
173,0.986172735691
174,0.987415969372
175,0.987415969372
176,0.987415969372
177,0.987415969372
178,0.987415969372
179,0.987415969372
180,0.987415969372
181,0.987415969372
182,0.987415969372
183,0.987415969372
184,0.987415969372
185,0.987415969372
186,0.987415969372
187,0.977144300938
188,0.987415969372
189,0.987415969372
190,0.987415969372
191,0.987415969372
192,0.987415969372
193,0.987415969372
194,0.987415969372
195,0.987415969372
196,0.987415969372
197,0.987415969372
198,0.987415969372
199,0.987415969372
200,0.987415969372
201,0.987415969372
202,0.987415969372
203,0.978167593479
204,0.987415969372
205,0.987415969372
206,0.987415969372
207,0.987415969372
208,0.987415969372
209,0.987415969372
210,0.987415969372
211,0.987415969372
212,0.987415969372
213,0.987415969372
214,0.987415969372
215,0.987415969372
216,0.987415969372
217,0.987415969372
218,0.987415969372
219,0.987415969372
220,0.987415969372
221,0.987415969372
222,0.987415969372
223,0.987415969372
224,0.987415969372
225,0.987415969372
226,0.987415969372
227,0.987415969372
228,0.987415969372
229,0.987415969372
230,0.987415969372
231,0.987415969372
232,0.987415969372
233,0.987415969372
234,0.987415969372
235,0.987415969372
236,0.987415969372
237,0.987415969372
238,0.975917160511
239,0.972063302994
240,0.987415969372
241,0.987415969372
242,0.987415969372
243,0.986175954342
244,0.987415969372
245,0.987415969372
246,0.987415969372
247,0.987415969372
248,0.987415969372
249,0.987415969372
250,0.987415969372
251,0.987415969372
252,0.987415969372
253,0.987415969372
254,0.987415969372
255,0.987415969372
256,0.987415969372
257,0.987415969372
258,0.987415969372
259,0.987415969372
260,0.987415969372
261,0.987415969372
262,0.987415969372
263,0.987415969372
264,0.987415969372
265,0.987415969372
266,0.987415969372
267,0.987415969372
268,0.987415969372
269,0.987415969372
270,0.988138377666
271,0.987415969372
272,0.987415969372
273,0.987415969372
274,0.987415969372
275,0.987415969372
276,0.987415969372
277,0.987415969372
278,0.987415969372
279,0.987415969372
280,0.987415969372
281,0.987415969372
282,0.987415969372
283,0.987415969372
284,0.987415969372
285,0.987415969372
286,0.987415969372
287,0.987415969372
288,0.987415969372
289,0.987415969372
290,0.987415969372
291,0.987415969372
292,0.987415969372
293,0.987415969372
294,0.987415969372
295,0.987415969372
296,0.987415969372
297,0.987415969372
298,0.987415969372
299,0.987415969372
300,0.987415969372
301,0.987415969372
302,0.987415969372
303,0.989423453808
304,0.987415969372
305,0.987415969372
306,0.987415969372
307,0.987415969372
308,0.987415969372
309,0.987415969372
310,0.987415969372
311,0.987415969372
312,0.987415969372
313,0.987415969372
314,0.987415969372
315,0.987415969372
316,0.987415969372
317,0.987415969372
318,0.987415969372
319,0.987415969372
320,0.987415969372
321,0.987415969372
322,0.987415969372
323,0.987415969372
324,0.987415969372
325,0.987415969372
326,0.987415969372
327,0.987415969372
328,0.987415969372
329,0.987415969372
330,0.987415969372
331,0.987415969372
332,0.987415969372
333,0.987415969372
334,0.987415969372
335,0.987415969372
336,0.987415969372
337,0.987415969372
338,0.987415969372
339,0.987415969372
340,0.987415969372
341,0.987415969372
342,0.987415969372
343,0.987415969372
344,0.987415969372
345,0.987415969372
346,0.987415969372
347,0.987415969372
348,0.987415969372
349,0.987415969372
350,0.987415969372
351,0.987415969372
352,0.958815634251
353,0.987415969372
354,0.987415969372
355,0.987415969372
356,0.987415969372
357,0.987415969372
358,0.987415969372
359,0.987415969372
360,0.987415969372
361,0.987415969372
362,0.987415969372
363,0.987415969372
364,0.987415969372
365,0.987415969372
366,0.987415969372
367,0.987415969372
368,0.987415969372
369,0.987415969372
370,0.987415969372
371,0.987415969372
372,0.987415969372
373,0.987415969372
374,0.987415969372
375,0.987415969372
376,0.967554748058
377,0.886818230152
378,0.987415969372
379,0.987415969372
380,0.987415969372
381,0.987415969372
382,0.987415969372
383,0.987415969372
384,0.987415969372
385,0.987415969372
386,0.987415969372
387,0.987415969372
388,0.987415969372
389,0.987415969372
390,0.987415969372
391,0.987415969372
392,0.987415969372
393,0.987415969372
394,0.987415969372
395,0.987415969372
396,0.987415969372
397,0.987415969372
398,0.987415969372
399,0.987415969372
400,0.987415969372
401,0.987415969372
402,0.987415969372
403,0.987415969372
404,0.987415969372
405,0.987415969372
406,0.987415969372
407,0.987415969372
408,0.974615931511
409,0.987415969372
410,0.987415969372
411,0.987415969372
412,0.987415969372
413,0.987415969372
414,0.987415969372
415,0.987415969372
416,0.987415969372
417,0.987415969372
418,0.987415969372
419,0.987415969372
420,0.987415969372
421,0.987415969372
422,0.987415969372
423,0.987415969372
424,0.987415969372
425,0.987415969372
426,0.987415969372
427,0.98477268219
428,0.987415969372
429,0.987415969372
430,0.987415969372
431,0.987415969372
432,0.987415969372
433,0.987415969372
434,0.979274213314
435,0.987415969372
436,0.987415969372
437,0.987415969372
438,0.987415969372
439,0.987415969372
440,0.987415969372
441,0.987415969372
442,0.987415969372
443,0.987415969372
444,0.987415969372
445,0.987415969372
446,0.987415969372
447,0.987415969372
448,0.987415969372
449,0.987415969372
450,0.971668124199
451,0.987415969372
452,0.987415969372
453,0.987415969372
454,0.987415969372
455,0.987415969372
456,0.987415969372
457,0.987415969372
458,0.987415969372
459,0.987415969372
460,0.987415969372
461,0.987415969372
462,0.987415969372
463,0.987415969372
464,0.987415969372
465,0.987415969372
466,0.987415969372
467,0.987415969372
468,0.987415969372
469,0.987415969372
470,0.987415969372
471,0.987415969372
472,0.987415969372
473,0.987415969372
474,0.978157103062
475,0.987415969372
476,0.987415969372
477,0.979241788387
478,0.987415969372
479,0.987415969372
480,0.983734130859
481,0.987415969372
482,0.987415969372
483,0.987415969372
484,0.987415969372
485,0.971814095974
486,0.987415969372
487,0.987415969372
488,0.987415969372
489,0.987415969372
490,0.987415969372
491,0.987415969372
492,0.987415969372
493,0.980204164982
494,0.987415969372
495,0.987415969372
496,0.987415969372
497,0.987415969372
498,0.987415969372
499,0.987415969372
500,0.987415969372
501,0.987415969372
502,0.987415969372
503,0.987415969372
504,0.987415969372
505,0.987415969372
506,0.987415969372
507,0.987415969372
508,0.991553366184
509,0.987415969372
510,0.987415969372
511,0.987415969372
512,0.987415969372
513,0.987415969372
514,0.987415969372
515,0.987415969372
516,0.987415969372
517,0.987415969372
518,0.987415969372
519,0.987415969372
520,0.987415969372
521,0.987415969372
522,0.988752841949
523,0.970993936062
524,0.987415969372
525,0.990754365921
526,0.987415969372
527,0.987415969372
528,0.987415969372
529,0.987415969372
530,0.987415969372
531,0.987415969372
532,0.987415969372
533,0.987415969372
534,0.987415969372
535,0.987415969372
536,0.987415969372
537,0.987415969372
538,0.987415969372
539,0.987415969372
540,0.987415969372
541,0.987415969372
542,0.987415969372
543,0.987415969372
544,0.987415969372
545,0.987415969372
546,0.987415969372
547,0.987415969372
548,0.987415969372
549,0.987415969372
550,0.990754365921
551,0.987415969372
552,0.987415969372
553,0.987415969372
554,0.987415969372
555,0.987415969372
556,0.987415969372
557,0.987415969372
558,0.987415969372
559,0.987415969372
560,0.988804638386
561,0.984259009361
562,0.987415969372
563,0.987415969372
564,0.987415969372
565,0.987415969372
566,0.987415969372
567,0.987415969372
568,0.987415969372
569,0.987415969372
570,0.987415969372
571,0.987415969372
572,0.987415969372
573,0.987415969372
574,0.987415969372
575,0.987415969372
576,0.955005407333
577,0.987415969372
578,0.987415969372
579,0.987415969372
580,0.987415969372
581,0.987415969372
582,0.987415969372
583,0.987415969372
584,0.987415969372
585,0.987415969372
586,0.987415969372
587,0.987415969372
588,0.987415969372
589,0.987415969372
590,0.987415969372
